,Unnamed: 0,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
68,68,3P6ENY9P8D716160TIBR07YPIEFHIK,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3WQ3B2KGEDRI1249BMLQBHARHB7B1N,AWS0W79XZZ01O,Submitted,Fri Apr 17 14:30:26 PDT 2020,Fri Apr 17 15:07:56 PDT 2020,Mon Apr 20 15:07:56 PDT 2020,,,,2250,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153201_r0_w0_2020-02-24_18-26-49.jpg,"[{""height"":19,""label"":""Car"",""left"":297,""top"":30,""width"":19}]",576,704,x,
69,69,3FBEFUUYSOG63U3LLBSAMILGWSUA68,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3DOCMVPBTSPNGI0VJZOXZJNO11LNNR,AWS0W79XZZ01O,Submitted,Fri Apr 17 14:28:02 PDT 2020,Fri Apr 17 15:06:21 PDT 2020,Mon Apr 20 15:06:21 PDT 2020,,,,2299,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153201_r0_w0_2020-02-24_23-26-49.jpg,[],576,704,x,
70,70,366FYU4PUK0GSM5M3KOXSKGPI2CKEI,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3KB8R4ZV1JIF5HUCT56TI4EXJ0MBGJ,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:32:29 PDT 2020,Fri Apr 17 13:32:42 PDT 2020,Mon Apr 20 13:32:42 PDT 2020,,,,13,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153202_r0_w0_2020-02-21_15-26-28.jpg,"[{""height"":59,""label"":""Car"",""left"":85,""top"":272,""width"":66}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
71,71,3IKMEYR0M06OX6T6A0TWQJ70LZM2KY,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3OS46CRSLKASH23CM9O77PVFSEZ6VI,A16B7LK0V4P68G,Submitted,Fri Apr 17 13:34:42 PDT 2020,Fri Apr 17 13:35:28 PDT 2020,Mon Apr 20 13:35:28 PDT 2020,,,,46,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153202_r0_w0_2020-02-21_20-26-28.jpg,[],576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
72,72,3O2Y2UIUDU58Y05IYV83A21PU3RKF0,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,33ISQZVXPUXLYA6D5J653XZ03TUCCH,A4QDCBGN79832,Submitted,Fri Apr 17 13:35:27 PDT 2020,Fri Apr 17 13:49:54 PDT 2020,Mon Apr 20 13:49:54 PDT 2020,,,,867,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153202_r0_w0_2020-02-23_12-26-28.jpg,"[{""height"":24,""label"":""Car"",""left"":489,""top"":184,""width"":28},{""height"":19,""label"":""Car"",""left"":427,""top"":156,""width"":20},{""height"":18,""label"":""Car"",""left"":437,""top"":130,""width"":19},{""height"":13,""label"":""Car"",""left"":417,""top"":110,""width"":15},{""height"":12,""label"":""Car"",""left"":409,""top"":100,""width"":18},{""height"":10,""label"":""Car"",""left"":392,""top"":98,""width"":13},{""height"":10,""label"":""Car"",""left"":389,""top"":87,""width"":12},{""height"":10,""label"":""Car"",""left"":404,""top"":89,""width"":8},{""height"":8,""label"":""Car"",""left"":391,""top"":72,""width"":12},{""height"":36,""label"":""Car"",""left"":127,""top"":181,""width"":38},{""height"":20,""label"":""Car"",""left"":216,""top"":133,""width"":24}]",576,704,x,
73,73,3YD0MU1ND6CP7UHQ4LX2SWLCR3EA77,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3SUWZRL0M3OBFRHQRJZX7L7TSJW6EC,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:43 PDT 2020,Fri Apr 17 13:39:01 PDT 2020,Mon Apr 20 13:39:01 PDT 2020,,,,318,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153202_r0_w0_2020-02-23_17-26-28.jpg,"[{""height"":51,""label"":""Car"",""left"":596,""top"":276,""width"":66},{""height"":53,""label"":""Car"",""left"":478,""top"":212,""width"":51},{""height"":15,""label"":""Car"",""left"":429,""top"":125,""width"":25}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
74,74,30Z7M1Q8V2VT78M9EQP86WH72NKA8U,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3570Y55XZUUBIPNN3XKDQFCY494GY3,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:22 PDT 2020,Fri Apr 17 13:36:05 PDT 2020,Mon Apr 20 13:36:05 PDT 2020,,,,163,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153202_r0_w0_2020-02-24_08-26-28.jpg,"[{""height"":72,""label"":""Car"",""left"":609,""top"":284,""width"":69},{""height"":26,""label"":""Truck"",""left"":235,""top"":114,""width"":27}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
75,75,3CRWSLD92OFXU1IEIA49C927B9DMOT,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3TVRFO09GPQ24CBE9SVRKTAXYKWLX8,AIP7PSW2429JL,Submitted,Fri Apr 17 13:32:22 PDT 2020,Fri Apr 17 13:35:33 PDT 2020,Mon Apr 20 13:35:33 PDT 2020,,,,191,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153202_r0_w0_2020-02-24_09-26-28.jpg,"[{""height"":45,""label"":""Car"",""left"":60,""top"":241,""width"":48},{""height"":58,""label"":""Car"",""left"":53,""top"":307,""width"":66},{""height"":38,""label"":""Truck"",""left"":167,""top"":151,""width"":30},{""height"":13,""label"":""Car"",""left"":260,""top"":109,""width"":14},{""height"":20,""label"":""Car"",""left"":236,""top"":150,""width"":21},{""height"":22,""label"":""Truck"",""left"":395,""top"":67,""width"":15},{""height"":7,""label"":""Car"",""left"":403,""top"":90,""width"":9},{""height"":10,""label"":""Car"",""left"":383,""top"":71,""width"":6}]",576,704,x,
76,76,368IUKXGB9JDQY9NAUA7CDABVEUP63,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3L4D84MIL43ZNWNZ131S1S9B658HJ9,A4QDCBGN79832,Submitted,Fri Apr 17 13:34:37 PDT 2020,Fri Apr 17 13:46:26 PDT 2020,Mon Apr 20 13:46:26 PDT 2020,,,,709,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153202_r0_w0_2020-02-24_13-26-28.jpg,"[{""height"":30,""label"":""Car"",""left"":155,""top"":176,""width"":28},{""height"":21,""label"":""Car"",""left"":242,""top"":146,""width"":22},{""height"":13,""label"":""Car"",""left"":284,""top"":92,""width"":14}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
77,77,34XASH8KMUXFF1UFXAHO197XLE9MPA,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3KB8R4ZV1JIF5HUCT56TI4EXJ0MGBO,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:31:14 PDT 2020,Fri Apr 17 13:31:54 PDT 2020,Mon Apr 20 13:31:54 PDT 2020,,,,40,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153202_r0_w0_2020-02-24_16-02-28.jpg,"[{""height"":14,""label"":""Car"",""left"":415,""top"":139,""width"":21},{""height"":15,""label"":""Car"",""left"":430,""top"":118,""width"":18},{""height"":16,""label"":""Car"",""left"":394,""top"":102,""width"":22},{""height"":18,""label"":""Car"",""left"":271,""top"":98,""width"":19},{""height"":23,""label"":""Car"",""left"":298,""top"":84,""width"":25}]",576,704,x,
78,78,32PT7WK7EQQ54IJFMJLE5GH274PD37,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3JWH6J9I9XOLF9BYG9JO8ONUKC8BNR,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:18 PDT 2020,Fri Apr 17 13:35:08 PDT 2020,Mon Apr 20 13:35:08 PDT 2020,,,,110,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153202_r0_w0_2020-02-24_18-26-28.jpg,"[{""height"":80,""label"":""Car"",""left"":529,""top"":317,""width"":75},{""height"":57,""label"":""Car"",""left"":586,""top"":277,""width"":64},{""height"":37,""label"":""Car"",""left"":467,""top"":211,""width"":35},{""height"":26,""label"":""Car"",""left"":504,""top"":189,""width"":32},{""height"":18,""label"":""Car"",""left"":471,""top"":158,""width"":25}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
79,79,3PKJ68EHER7X1CQ6B0WRC8DPVT4HJW,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3RGU30DZTFJLFAOAS0H5TXH7NR7JMK,A93HHQ9DI0201,Submitted,Fri Apr 17 13:33:51 PDT 2020,Fri Apr 17 13:34:10 PDT 2020,Mon Apr 20 13:34:10 PDT 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153202_r0_w0_2020-02-24_23-26-28.jpg,[],576,704,x,
80,80,33P2GD6NSR3SCWWOTLW3DND2AI4HKV,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3Q5ZZ9ZEVTQYNM7L9X3SN5X7LLN58W,A1XH5P1RMV9GPQ,Submitted,Fri Apr 17 13:29:14 PDT 2020,Fri Apr 17 13:32:11 PDT 2020,Mon Apr 20 13:32:11 PDT 2020,,,,177,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153801_r0_w0_2020-02-23_12-26-54.jpg,"[{""height"":30,""label"":""Car"",""left"":135,""top"":177,""width"":32},{""height"":20,""label"":""Car"",""left"":370,""top"":139,""width"":20},{""height"":16,""label"":""Car"",""left"":430,""top"":99,""width"":18},{""height"":12,""label"":""Car"",""left"":354,""top"":63,""width"":12},{""height"":14,""label"":""Truck"",""left"":174,""top"":39,""width"":39},{""height"":9,""label"":""Car"",""left"":314,""top"":46,""width"":12},{""height"":10,""label"":""Car"",""left"":299,""top"":39,""width"":11},{""height"":10,""label"":""Car"",""left"":293,""top"":37,""width"":8},{""height"":7,""label"":""Car"",""left"":239,""top"":19,""width"":6},{""height"":8,""label"":""Car"",""left"":250,""top"":24,""width"":6},{""height"":7,""label"":""Car"",""left"":267,""top"":32,""width"":9},{""height"":6,""label"":""Car"",""left"":279,""top"":26,""width"":10}]",576,704,x,
81,81,35YHTYFL2KEMEBZUXZMACBC6A1YFVH,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,34T446B1C5P14IBXT3DL8WXZU4XC0O,A4QDCBGN79832,Submitted,Fri Apr 17 13:34:32 PDT 2020,Fri Apr 17 13:44:54 PDT 2020,Mon Apr 20 13:44:54 PDT 2020,,,,622,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153801_r0_w0_2020-02-24_13-26-54.jpg,"[{""height"":40,""label"":""Van"",""left"":343,""top"":286,""width"":36},{""height"":40,""label"":""Van"",""left"":381,""top"":223,""width"":33},{""height"":25,""label"":""Car"",""left"":429,""top"":139,""width"":19},{""height"":15,""label"":""Car"",""left"":384,""top"":54,""width"":11},{""height"":17,""label"":""Car"",""left"":354,""top"":62,""width"":13}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
82,82,3ABAOCJ4SCF0FDVUXNWD1EX7QAVMQ1,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3WJ1OXY92FRVTSJ24TU9VGDTDZO8A5,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:29:57 PDT 2020,Fri Apr 17 13:30:11 PDT 2020,Mon Apr 20 13:30:11 PDT 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153801_r0_w0_2020-02-24_16-02-54.jpg,[],576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
83,83,3OB6JN3AAU00REAUA2LD647CMWXMR2,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3IO1LGZLKE8U6Q7ZEGDXFBB7HG286J,AWS0W79XZZ01O,Submitted,Fri Apr 17 14:27:38 PDT 2020,Fri Apr 17 15:05:51 PDT 2020,Mon Apr 20 15:05:51 PDT 2020,,,,2293,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153801_r0_w0_2020-02-24_18-26-54.jpg,"[{""height"":46,""label"":""Car"",""left"":263,""top"":342,""width"":55}]",576,704,x,
84,84,3RHLQY6EEXFQME2JMXQXFL98L4LD4S,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3FIJLY1B6ZFBVBZR1QICV3JAZP1PFJ,A4QDCBGN79832,Submitted,Fri Apr 17 13:34:31 PDT 2020,Fri Apr 17 13:44:14 PDT 2020,Mon Apr 20 13:44:14 PDT 2020,,,,583,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153801_r0_w0_2020-02-24_23-26-54.jpg,[],576,704,x,
85,85,37SDSEDIODDXDK99I7WFVVO4YTE814,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,37C0GNLMHKE6NL3QVOOD13P8S7V6DJ,ASCLZFXD9WMON,Submitted,Fri Apr 17 13:33:37 PDT 2020,Fri Apr 17 13:37:54 PDT 2020,Mon Apr 20 13:37:54 PDT 2020,,,,257,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153801_r0_w0_2020-02-25_08-09-22.jpg,"[{""height"":32,""label"":""Van"",""left"":416,""top"":149,""width"":27},{""height"":60,""label"":""Truck"",""left"":422,""top"":94,""width"":28}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
86,86,3M67TQBQRLZTLD5JJIVM6SCIMT2A9J,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3KWTYT0875ET2TR43MCWSAJD5LM5LI,AQA4AX0RCRPSV,Submitted,Fri Apr 17 13:30:44 PDT 2020,Fri Apr 17 13:31:12 PDT 2020,Mon Apr 20 13:31:12 PDT 2020,,,,28,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153801_r0_w0_2020-02-25_08-45-22.jpg,[],576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
87,87,3PA41K45WRFWUYNST4FZIRA7QPEP72,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3HL8HNGX4ACQ3OJKK1MF9DJVULJ9F8,A4QDCBGN79832,Submitted,Fri Apr 17 13:34:40 PDT 2020,Fri Apr 17 13:47:19 PDT 2020,Mon Apr 20 13:47:19 PDT 2020,,,,759,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153801_r0_w0_2020-02-25_09-21-22.jpg,"[{""height"":12,""label"":""Car"",""left"":350,""top"":46,""width"":10},{""height"":13,""label"":""Truck"",""left"":338,""top"":39,""width"":12}]",576,704,,Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles); 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
88,88,3511RHPAEZPGLWS9AQKY6RSNMR7RL5,3A16Z74070XQIKKB86WXHX3JHRKJOP,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Fri Apr 17 13:26:18 PDT 2020,1,BatchId:3998716;OriginalHitTemplateId:928390838;,3600,259200,Fri Apr 24 13:26:18 PDT 2020,,,3VSOLARPKGKVNC3R06LD84UYRVE93Z,A1XH5P1RMV9GPQ,Submitted,Fri Apr 17 13:34:12 PDT 2020,Fri Apr 17 13:34:58 PDT 2020,Mon Apr 20 13:34:58 PDT 2020,,,,46,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0153801_r0_w0_2020-02-25_09-33-22.jpg,"[{""height"":33,""label"":""Truck"",""left"":356,""top"":51,""width"":22}]",576,704,x,
