HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url_0,Input.threadNum,Input.annotation,Input.accepted,Answer.annotatedResult_0.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,Approve,Reject
3WRAAIUSCNAJM9NHMY10MVY0UR5XAS,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:32 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:32 PDT 2020,,,3WOKGM4L76R2D780J8MC3WRGOZRO0B,A1M2NBFB7EX8I0,Submitted,Mon May 25 11:50:15 PDT 2020,Mon May 25 11:50:54 PDT 2020,Mon Jun 01 11:50:54 PDT 2020,,,,39,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-03-17_07-58-01.jpg,2,,False,"[{""height"":15,""label"":""Car"",""left"":414,""top"":96,""width"":18},{""height"":28,""label"":""Car"",""left"":429,""top"":125,""width"":29}]",576,704,x,
30IRMPJWE3U51QARPQ8XRRF8YMEKRY,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:38 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:38 PDT 2020,,,36H9ULYP675F90WT6DDSY7XYV7AFJR,AUYKC1NB9YIRG,Submitted,Mon May 25 12:10:13 PDT 2020,Mon May 25 12:10:45 PDT 2020,Mon Jun 01 12:10:45 PDT 2020,,,,32,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r2_w0_2020-02-23_07-23-00.jpg,2,,False,"[{""height"":93,""label"":""Van"",""left"":288,""top"":243,""width"":89},{""height"":49,""label"":""Car"",""left"":238,""top"":202,""width"":59},{""height"":43,""label"":""Car"",""left"":310,""top"":152,""width"":51},{""height"":27,""label"":""Car"",""left"":375,""top"":113,""width"":33}]",576,704,x,
3MYASTQBHBMXBJPHKUXAIOADIRFQDQ,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:46 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:46 PDT 2020,,,3AUQQEL7UA4X3RHXKK8QYOLOKSRV0N,AP9QHU7EJQEPR,Submitted,Mon May 25 12:05:23 PDT 2020,Mon May 25 12:05:39 PDT 2020,Mon Jun 01 12:05:39 PDT 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r5_w5_2020-04-03_01-58-28.jpg,2,,False,[],576,704,x,
337F8MIIN3OWNU1PAL220EPPSAP04Q,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:38 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:38 PDT 2020,,,3PJUZCGDJBRHO99XCNG9ZL29CYH985,A1WF1X8PQQJ2OQ,Submitted,Mon May 25 11:49:09 PDT 2020,Mon May 25 11:49:46 PDT 2020,Mon Jun 01 11:49:46 PDT 2020,,,,37,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r2_w0_2020-03-01_13-58-01.jpg,2,,False,"[{""height"":93,""label"":""Car"",""left"":73,""top"":272,""width"":110}]",576,704,x,
307L9TDWK23EQUASBDZH1LTWM33N32,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:32 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:32 PDT 2020,,,33JKGHPFYH5HY0FV7Y9XM4YO1SONM7,A2OCVU34E4SD3I,Submitted,Mon May 25 11:55:36 PDT 2020,Mon May 25 12:00:52 PDT 2020,Mon Jun 01 12:00:52 PDT 2020,,,,316,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-03-17_19-58-01.jpg,2,,False,"[{""height"":36,""label"":""Car"",""left"":407,""top"":88,""width"":42}]",576,704,x,
3NRZ1LDP80HFE8TYCZ7I9B361D3PZX,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:40 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:40 PDT 2020,,,3MH9DQ7571NU1G3ITWNONU6LD28UG1,A1M2NBFB7EX8I0,Submitted,Mon May 25 12:09:38 PDT 2020,Mon May 25 12:10:09 PDT 2020,Mon Jun 01 12:10:09 PDT 2020,,,,31,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w4_2020-02-28_07-54-08.jpg,2,,False,"[{""height"":12,""label"":""Car"",""left"":95,""top"":133,""width"":12},{""height"":8,""label"":""Car"",""left"":94,""top"":125,""width"":10},{""height"":6,""label"":""Car"",""left"":92,""top"":108,""width"":10}]",576,720,x,
34R0BODSQ5ADA3KJWXKRQVX7M7U5EM,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:54 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:54 PDT 2020,,,39DD6S19JUMD3111TOW84J0O248EZT,A2RKUDGK5PQ44X,Submitted,Mon May 25 12:09:17 PDT 2020,Mon May 25 12:09:22 PDT 2020,Mon Jun 01 12:09:22 PDT 2020,,,,5,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-04-10_01-58-28.jpg,2,,False,[],576,704,x,
3S1L4CQSG1G2MNWWM4VEGOYTQM9FAJ,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:32 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:32 PDT 2020,,,3VE8AYVF8R8QPJ0AF9G19HOKFW7F8Y,A2G4SX2VMF4YLJ,Submitted,Mon May 25 11:26:16 PDT 2020,Mon May 25 11:26:46 PDT 2020,Mon Jun 01 11:26:46 PDT 2020,,,,30,77% (33/43),76% (31/41),73% (27/37),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-03-18_07-58-01.jpg,2,,False,[],576,704,,Incorrect classification of Image #1. Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles). 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
3H6W48L9G80BKDOT1CNBA79OKBZPW7,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:39 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:39 PDT 2020,,,3KXIR214I9R55O1WFBBH8MEQ46824W,A3JAP0R4WWFKEW,Submitted,Mon May 25 11:31:04 PDT 2020,Mon May 25 11:31:20 PDT 2020,Mon Jun 01 11:31:20 PDT 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r2_w0_2020-03-02_07-58-01.jpg,2,,False,"[{""height"":25,""label"":""Truck"",""left"":415,""top"":45,""width"":17},{""height"":6,""label"":""Car"",""left"":432,""top"":62,""width"":6}]",576,704,x,
33TGB4G0MTSO15MQSYSHH0OSIGQXTD,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:40 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:40 PDT 2020,,,3I7DHKZYGSB721H8HB9YXXETD6EF54,A2DJUEEP4RUC0J,Submitted,Mon May 25 12:03:40 PDT 2020,Mon May 25 12:04:38 PDT 2020,Mon Jun 01 12:04:38 PDT 2020,,,,58,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w4_2020-02-28_13-54-08.jpg,2,,False,"[{""height"":42,""label"":""Truck"",""left"":141,""top"":139,""width"":32},{""height"":37,""label"":""Truck"",""left"":104,""top"":133,""width"":29},{""height"":78,""label"":""Truck"",""left"":587,""top"":202,""width"":129},{""height"":36,""label"":""Car"",""left"":560,""top"":242,""width"":31},{""height"":27,""label"":""Car"",""left"":386,""top"":188,""width"":24},{""height"":17,""label"":""Car"",""left"":265,""top"":147,""width"":17}]",576,720,x,
3PCPFX4U541U933DB0S06ODYU4VQF1,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:46 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:46 PDT 2020,,,3X3OR7WPZ4BCPBA61KJZ4UT4CSV8LY,A2G4SX2VMF4YLJ,Submitted,Mon May 25 11:32:50 PDT 2020,Mon May 25 11:33:00 PDT 2020,Mon Jun 01 11:33:00 PDT 2020,,,,10,77% (33/43),76% (31/41),73% (27/37),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r6_w0_2020-03-22_01-58-28.jpg,2,,False,[],576,704,x,
3BJKPTD2RGN4490EJZMPSI24HZ5RTB,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:32 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:32 PDT 2020,,,33ISQZVXPUXLYA6D5J653XZ08A2CCS,A27ENV44NIXJO8,Submitted,Mon May 25 11:34:23 PDT 2020,Mon May 25 11:34:33 PDT 2020,Mon Jun 01 11:34:33 PDT 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-03-19_13-58-01.jpg,2,,False,"[{""height"":41,""label"":""Car"",""left"":405,""top"":130,""width"":44}]",576,704,x,
3HRWUH63RYDH49XWPWNAGIRG0ZV5NB,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:57 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:57 PDT 2020,,,3DIP6YHAPH3YJ50EKYWVRZ3K3VYE8L,AP9QHU7EJQEPR,Submitted,Mon May 25 11:51:56 PDT 2020,Mon May 25 11:52:12 PDT 2020,Mon Jun 01 11:52:12 PDT 2020,,,,16,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r2_w0_2020-03-03_01-58-01.jpg,2,,False,[],576,704,x,
3RKHNXPHH07XHI28TK32W22S5LIKU2,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:40 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:40 PDT 2020,,,37XITHEIS1KP4CVWNGW0SSYM8BARCI,A2RKUDGK5PQ44X,Submitted,Mon May 25 11:58:06 PDT 2020,Mon May 25 11:58:50 PDT 2020,Mon Jun 01 11:58:50 PDT 2020,,,,44,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w4_2020-03-14_07-54-08.jpg,2,,False,"[{""height"":30,""label"":""Car"",""left"":191,""top"":229,""width"":40},{""height"":7,""label"":""Car"",""left"":106,""top"":116,""width"":6},{""height"":7,""label"":""Car"",""left"":98,""top"":114,""width"":7}]",576,720,,Incorrect classification of Image #1. Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles). 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
3GMLHYZ0MI8S1NRPXZ4T5AH330RYUB,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:54 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:54 PDT 2020,,,3W8CV64QJ7AAHKAQFRAFCYV8FH6H9R,A1NRMHZOQ5KL2W,Submitted,Mon May 25 11:43:07 PDT 2020,Mon May 25 11:43:51 PDT 2020,Mon Jun 01 11:43:51 PDT 2020,,,,44,100% (12/12),100% (12/12),100% (12/12),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-04-10_07-58-29.jpg,2,,False,"[{""height"":150,""label"":""Heavy Equipment"",""left"":352,""top"":167,""width"":193},{""height"":7,""label"":""Car"",""left"":102,""top"":75,""width"":15}]",576,704,,Incorrect classification of Image #1. Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles). 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
30Z7M1Q8V2VT78M9EQP86WH73IXA8Y,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:46 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:46 PDT 2020,,,3YJ6NA41JGRR0DLNKG9XA1B2XDRPJY,A1M2NBFB7EX8I0,Submitted,Mon May 25 11:40:11 PDT 2020,Mon May 25 11:40:25 PDT 2020,Mon Jun 01 11:40:25 PDT 2020,,,,14,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r6_w0_2020-04-17_01-58-28.jpg,2,,False,[],576,704,x,
39O6Z4JLY683EXQFXTSWIICDF16XVT,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:40 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:40 PDT 2020,,,36NEMU28XKO7LUO9ZZ0KINBFU4OMWT,A2QL5NJE4GDGX9,Submitted,Mon May 25 11:35:34 PDT 2020,Mon May 25 11:36:38 PDT 2020,Mon Jun 01 11:36:38 PDT 2020,,,,64,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r0_w4_2020-03-31_13-54-08.jpg,2,,False,"[{""height"":19,""label"":""Car"",""left"":348,""top"":177,""width"":26},{""height"":9,""label"":""Car"",""left"":98,""top"":135,""width"":14},{""height"":12,""label"":""Truck"",""left"":169,""top"":108,""width"":10},{""height"":10,""label"":""Car"",""left"":236,""top"":144,""width"":14}]",576,720,x,
3RZS0FBRXOL26FIOKLNAYD2LSVHPCY,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:32 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:32 PDT 2020,,,3HL8HNGX4ACQ3OJKK1MF9DJVZ2Y9FQ,A2DJUEEP4RUC0J,Submitted,Mon May 25 12:07:32 PDT 2020,Mon May 25 12:07:47 PDT 2020,Mon Jun 01 12:07:47 PDT 2020,,,,15,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-03-19_19-58-01.jpg,2,,False,"[{""height"":18,""label"":""Car"",""left"":453,""top"":92,""width"":22},{""height"":20,""label"":""Truck"",""left"":456,""top"":50,""width"":16}]",576,704,x,
3X2LT8FDI0TQELPCFVL0OLEYV1ZW8U,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:54 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:54 PDT 2020,,,3KAKFY4PGZDOYDWU40RQLXT1F2CI35,AUYKC1NB9YIRG,Submitted,Mon May 25 11:49:24 PDT 2020,Mon May 25 11:49:34 PDT 2020,Mon Jun 01 11:49:34 PDT 2020,,,,10,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-04-10_13-58-28.jpg,2,,False,[],576,704,,Incorrect classification of Image #1. Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles). 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
3LCXHSGDMXHEG5IU8TXZJ67Z0R1SEA,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:39 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:39 PDT 2020,,,354P56DE9PEVTA0DBOOU2GB4T227ST,A2OCVU34E4SD3I,Submitted,Mon May 25 11:54:56 PDT 2020,Mon May 25 11:58:09 PDT 2020,Mon Jun 01 11:58:09 PDT 2020,,,,193,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r2_w0_2020-03-03_19-58-01.jpg,2,,False,[],576,704,x,
3D42WVSDIC63I5UZ2A9UJAG0TDCYFC,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:46 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:46 PDT 2020,,,3NLZY2D53U0IVFA2NE0ZQLE46YKLQP,A1M2NBFB7EX8I0,Submitted,Mon May 25 11:47:52 PDT 2020,Mon May 25 11:48:12 PDT 2020,Mon Jun 01 11:48:12 PDT 2020,,,,20,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r7_w0_2020-02-29_13-58-28.jpg,2,,False,"[{""height"":16,""label"":""Car"",""left"":79,""top"":87,""width"":19}]",576,704,,Incorrect classification of Image #1. Task rejected due to one of the following reasons: 1. Not all objects on the image are selected with bounding boxes (including parked and small vehicles). 2. Bounding box is not tight around the object. For more annotation details please reference Task Instruction.
3R16PJFTT72Y0K8TEECKJY4Y68UK4F,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:32 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:32 PDT 2020,,,3GFK2QRXXES9DN3370JY1L0T8935WR,A3GADL9NKRV8PU,Submitted,Mon May 25 11:55:29 PDT 2020,Mon May 25 11:55:48 PDT 2020,Mon Jun 01 11:55:48 PDT 2020,,,,19,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150301_r0_w0_2020-03-20_01-58-01.jpg,2,,False,[],576,704,x,
3DW3BNF1HLTDZWP7PLG42JVKOSXV8J,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:40 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:40 PDT 2020,,,388U7OUMFCC5AK0GB03GXRWLZMFR0R,A1M2NBFB7EX8I0,Submitted,Mon May 25 12:12:00 PDT 2020,Mon May 25 12:12:31 PDT 2020,Mon Jun 01 12:12:31 PDT 2020,,,,31,0% (0/0),0% (0/0),0% (0/0),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150200_r1_w0_2020-02-21_20-30-08.jpg,2,,False,"[{""height"":38,""label"":""Car"",""left"":168,""top"":201,""width"":35},{""height"":29,""label"":""Car"",""left"":110,""top"":145,""width"":29},{""height"":22,""label"":""Car"",""left"":92,""top"":109,""width"":20}]",576,720,x,
3L4YG5VWAR33MALCF8RQIP3EZCRDD9,3GUTVN2B1LSBQEZ7QS99QQAWCHJYUD,Draw bounding boxes around the requested items on the street camera images,"Draw bounding boxes around the object of following classes: 'Car', 'Van', 'Truck', 'Trailer', 'Bus', 'Motorbike', 'Bicycle', 'Heavy Equipment', 'Car Trailer', 'Bicycle', 'Tractor', 'Pedestrian'","bounding box, camera",$0.01,Mon May 25 11:19:54 PDT 2020,1,BatchId:4052431;OriginalHitTemplateId:928390838;,3600,604800,Mon Jun 01 11:19:54 PDT 2020,,,3BEFOD78WB4VCS5PPTU1NVSOABSM4A,A1MYS97VELFE9V,Submitted,Mon May 25 11:48:13 PDT 2020,Mon May 25 11:48:50 PDT 2020,Mon Jun 01 11:48:50 PDT 2020,,,,37,100% (8/8),100% (8/8),100% (8/8),https://reconai-traffic.s3.eu-central-1.amazonaws.com/images/C0150302_r0_w0_2020-04-10_19-58-28.jpg,2,,False,[],576,704,x,
